ourCustomSKU,competitor_price,updated_at_est_time,tags
AMOUGGW-100B,208.95,2021-10-16 15:28,"12JULYY2021, newproducts, perfume, Update17"
MUGFLYAM-100T,43.95,2021-03-09 22:54,"1OCT2020, 26MAY225, 27JUN2020, 28JUN2020, BLACKFRIDAY2021, NSPRICE9AUG9, PM21J, Update4"
AQDPSANDM-100B,164.95,2021-10-11 20:54,"1OCT2020, 25JANN2020, NS29AUG22, Update18, Update19"
JOONFM-75B,29.75,2021-02-08 6:19,"new, perfume"
JULHAGMCEPW-100B,97.95,2022-08-09 3:28,"26MAY223, BLACKFRIDAY2021, NS6MAY, NSPRICE9AUG6, PM21J, PRICE2SEP, Update2, Update5, Update9"
DUNDM-100T,27.95,2021-02-08 6:08,"26MAY221, BLACKFRIDAY2021, NP18JUN222, NS19AUG22, PM21J, PREXMAS21, PRICESHEET1, Update3, Update6"
AMOUALYRCM-100B,246.95,2022-09-15 10:03,"newproducts, NP26JUN22, NSPRICE9AUG6, perfume"
MARJBANM-100T,89.95,2021-07-02 6:47,"cf-type-women, perfume"
YSLBELOPW-90T,90,2021-02-08 6:38,"new, perfume"
ORMJOMANM-120B,198.45,2022-09-21 16:07,"15novv2019, 26MAY224, NS11aug22, NSPRICE9AUG8, Update5"
ATELIEROUDSAPCM-100B,189.95,2019-10-23 4:54,perfume
ETAFAELM-100B,118.45,2022-10-13 19:48,"1 JULY 2020, 26MAY223, 28jun2020, newproducts, NS23MAR22, NS25AUG22, perfume, PM21J, Update18"
MARJALOVESSW-50B,68.95,2021-09-09 17:19,"14octt2019, 14octtt2019, NS13APR, PM21J"
CRELIBW-75B,305.95,2022-10-15 0:04,"26MAY228, BLACKFRIDAY2021, NSPRICE9AUG6, PREXMAS21, PRICE2SEP, Update14, Update19"
NASBM-30B,168.45,2022-10-21 10:13,"24octt2019, NP15JULY, NSPRICE9AUG8, Update19"
MANVW-100B,89,2022-09-08 0:24,"BLACKFRIDAY2021, NP16JUN22, NP18JUN22, NS29JULY22, NSPRICE7OCT22, NSPRICE9AUG5, PM21J, PRICE2SEP, Update12, Update13, Update3"
PRALRORSCM-100T,99.95,2022-08-01 15:41,"27OCTT2021, PM21J, PRICE2SEP, Update16"
HOUBCOLINTM-100B,78.95,2019-10-24 14:31,MAYPRODUCT
SOSOPEM-100B,176,2020-11-26 11:51,mayy19
ANGW-25B,17.95,,"1DECC2020, 26MAY221, 27MARR21, Black-Friday, cf-type-women, NP26JUN22, NS19JULY22, NSPRICE21OCT22, NSPRICE9AUG1, perfume, PM21J, PM21J1, Update23"
MONWPM-100B,87.95,2021-12-19 16:40,"20julyy2021aj, BLACKFRIDAY2021"
MANSM-120B,118.95,2022-10-13 22:54,"11JANN2021, cf-type-unisex, NS11aug22, NS29JULY22, NSPRICE7OCT22, perfume"
AJMVIOMM-100B,93.95,2022-05-26 11:11,"25JANN2020, 26MAY225, BLACKFRIDAY2021, NSPRICE9AUG9, PM21J, Update7"
AZZWM-100S,66.95,2019-10-31 8:30,"GiftSetNew1, GiftSets, missingimageaj"
GUCFGOGAW-100T,88.95,2022-05-26 11:14,"14SEPP2021, 25JUNN2021, 26MAY223, BLACKFRIDAY2021, PRICE2SEP"
ROJSPPHM-50B,400.95,2022-09-08 0:26,"2NOVV2020, BLACKFRIDAY2021, NSPRICE9AUG6, PRICE2SEP, Update11, Update20"
PAC1MLUM-100T,102.95,2022-10-22 7:49,"3JUNN2021, NEWITEMS15JULYY21, NP19JUN22, NP26JUN22, NS19AUG22, NS21APR22, NSPRICE9AUG6, PM21J, PREXMAS21, PRICE2SEP, Update13, Update15, Update19"
ARMMFW-100B,24.75,2021-10-20 5:41,"25novv2019, PM21J"
HEREDBNARBLM-100B,104.75,2022-07-06 22:31,"14octt2019, 14octtt2019, 26MAY224, BLACKFRIDAY2021, NSPRICE9AUG8, PM21J, Update5"
ATETRPM-200B,186.95,2022-10-16 20:48,"26MAY223, NSPRICE16SEP, perfume, Update23"
PARMANIM-125B,182,2022-10-17 12:07,"13JULYY, BLACKFRIDAY2021, NSPRICE9AUG7, PM21J1, Update10"
RHIREBFW-100T,22.95,2022-10-17 16:07,"26MAY222, 3MAYY2021, 9NOVV2020, BLACKFRIDAY2021, cf-type-women, NP17JUN22N, NP19JUN22, NS11MAY2022, NS14APR22, NS15JUL22, NS20JULY22, NSPRICE17SEP22, NSPRICE9AUG3, NSPRICE9SEP, perfume, PM21J, po124, PREXMAS21, Update1, Update2, Update6"
BVLGTRNW-75B,74.95,2022-04-04 11:14,"6AUGG2021, PRICE2SEP, Update10, Update6"
ETAORCOLEDPM-50B,68.95,2021-07-06 7:41,"18novv2019, 26MAY228, BLACKFRIDAY2021, newproducts, NS29JULY22, NSPRICE9AUG6, perfume, PM21J, PM21J1, Update12, Update15, Update21"
MOLIVIOLM-75B,55.75,2022-09-08 0:24,"26MAY229, 28jun2020, 5DECC21, BLACKFRIDAY2021, NSPRICE9AUG9, PM21J1, PRICECHECk, Update10, Update21"
BOND9HLW-100T,159.95,2020-09-28 5:33,MAYPRODUCT
MARWCM-120B,93.95,2022-10-22 19:10,"20julyy2021aj, BLACKFRIDAY2021, NSPRICE9AUG5, Update9"
FERAMBSESM-100T,46.95,2022-08-29 19:47,"3SEP2020, BLACKFRIDAY2021, perfume, Update17, Update8"
MISBOEDPW-100B,63.95,2022-08-13 17:04,"NP18JUN222, PRICE2SEP, Update17"
TIZTERBIG19M-100B,211.95,2022-09-08 0:27,"26MAY228, BLACKFRIDAY2021, NSPRICE9AUG7, PM21J1, PRICE2SEP, Update23"
MANPOUDEDPM-120T,81.95,2022-01-09 11:46,"26MAY224, 3SEPP2019, BLACKFRIDAY2021, NS29AUG22, PM21J, Update12"
PRAM-100T,122.95,2022-10-18 6:15,"26MAY221, 26MAY222, BLACKFRIDAY2021, missingimageaj, NSPRICE9AUG3, PREXMAS21, PRICE2SEP, Update10, Update15, Update4"
CKSHOCKW-200T,24.95,2022-03-31 15:15,"26MAY221, 3JUNN2021, BLACKFRIDAY2021, NS19JULY22, NS2AUG22, NSPRICE9AUG2, PM21J, PREXMAS21, Price170, Update21, Update5, Update6"
ACQDPESSM-100B,123.95,2022-09-02 15:38,"12JULYY2021, 26MAY228, BLACKFRIDAY2021, NEWITEMS15JULYY21, NS29AUG22, NSPRICE9AUG6, PRICE2SEP, Update22, Update23"
LAVENTUREDM-30B,24.55,2022-05-26 11:11,"12DECC2020, 14octt2019, 14octtt2019, 25novv2019, 26MAY224, 26MAY228, BLACKFRIDAY2021, NS2AUG22, NSPRICE21OCT22, NSPRICE9AUG8, PM21J, PM21J1, PREXMAS21, Update21, Update22, Update3, Update4"
FRAKAQVFORM-70B,247.95,2022-09-08 0:22,"26MAY228, BLACKFRIDAY2021, NSPRICE9AUG6, PRICE2SEP, Update23"
ESCSENTM-100B,51.75,2022-09-08 0:22,"BLACKFRIDAY2021, NSPRICE9AUG6, PM21J, PRICE2SEP, Update10, Update2"
PARMGALEDM-125B,237.95,2022-10-11 7:38,"13JULYY, 25novv2019, 26MAY228, 2MAY2020, BLACKFRIDAY2021, NS2AUG22, NSPRICE19OCT, NSPRICE9AUG7, PM21J, Update23"
ELIESGONW-90B,97.95,2022-10-19 2:17,"20julyy2021aj, BLACKFRIDAY2021, NP26JUN22, NS25AUG22"
ACQDGW-100T,115.95,2022-07-19 11:40,"BLACKFRIDAY2021, NSPRICE9AUG1, Price170, Update6"
TIZITEREXTDDIOM-100B,239.95,2022-05-26 11:18,"13JULYY, 26MAY224, 31MAYY2020, BLACKFRIDAY2021, PM21J, PM21J1, Update3"
FERMANIRMM-100B,33.95,2020-09-23 14:22,PRICE2SEP
BVLADBLEUW-75B,59.95,2022-07-26 15:16,"BLACKFRIDAY2021, NSPRICE23SEP22, PRICE2SEP, Update10, Update3, Update4, Update5"
MANARM-120B,99.95,2022-10-07 0:23,"26MAY223, BLACKFRIDAY2021, NP16JUN22, NP18JUN22, NS11aug22, NS29AUG22, NSPRICE7OCT22, PRICE2SEP, Update10, Update4"
VINCAMAMOREW-100B,57.95,2022-09-10 10:27,"26MAY223, BLACKFRIDAY2021, NSPRICE9SEP, PRICE2SEP, Update12"
BYREDACOROUDW-100B,262.55,2022-09-08 0:21,"20augg2019, 26MAY228, BLACKFRIDAY2021, NSPRICE9AUG7, Update23"
MANINTBM-120T,89.95,2022-10-07 0:23,"20julyy2021aj, 26MAY223, BLACKFRIDAY2021, NSPRICE7OCT22, NSPRICE9AUG5, Update10, Update12, Update16"
ARMCW-75T,89.95,2022-04-07 3:29,"26MAY221, 26MAY227, BLACKFRIDAY2021, NS19AUG22, PM21J, PM21J1, Price170, Update1, Update7"
LALAMW-50B,31.95,2020-09-03 10:54,"26MAY228, 3SEP2020, BLACKFRIDAY2021, NSPRICE9AUG5, perfume, Update21"
INTMYEXEDPM-90B,263.45,2022-10-15 12:10,"26MAY229, 30novv2019, BLACKFRIDAY2021, NSPRICE19OCT, NSPRICE9AUG8, PM21J1, Update23"
NARRETW-150B,133.95,2022-09-29 11:53,"13OCTT2021, 26MAY22110, BLACKFRIDAY2021, cf-type-women, NSPRICE21OCT22, NSPRICE9AUG1, perfume, PREXMAS21, Update6, Update7, Update9"
CER1881M-50B,25.25,2022-08-31 3:59,"1DECC2020, 26MAY221, 26MAY227, BLACKFRIDAY2021, NP17JUN22N, NS19JULY22, NSPRICE26SEP22, NSPRICE9AUG1, PM21J, PM21J1, PREXMAS21, PRICESHEET1, Update1, Update2, Update9"
ETALIKTHISM-50B,79.15,2022-10-09 11:26,"1 JULY 2020, 26MAY223, 28jun2020, newproducts, NS29JULY22, NSPRICE9AUG6, perfume, Update15, Update17"
AZZVIW-25B,24.95,2021-10-14 20:45,10DECC2019
BALENFLOW-50B,79.15,2022-05-26 11:12,"25SEPP2021, 26MAY223, BLACKFRIDAY2021, NSPRICE23SEP22, PRICE2SEP, Update18"
ARMVENETAMM-100B,38.85,2022-09-08 0:20,"25novv2019, 26MAY224, BLACKFRIDAY2021, NS17MAY22, NSPRICE9AUG8, PM21J, PREXMAS21, Update10"
JUISOIREDPW-100B,175.99,2021-09-03 15:26,"15novv2019, 3SEPP2019, new, perfume, PM21J"
PINOM-75B,11,2022-04-08 10:36,"17MARR21, 26MAY221, 3JUNN2021, BLACKFRIDAY2021, NS19JULY22, NSPRICE9AUG2, PM21J, PRICESHEET1, Update3, Update4"
MONBLAOM-50B,72.95,2021-07-20 7:12,"20julyy2021aj, 26MAY228, BLACKFRIDAY2021, NS11aug22, NS29AUG22, NSPRICE7OCT22, Update6"
POLBEDPM-75B,76.25,2022-10-18 1:57,"26MAY228, BLACKFRIDAY2021, NSPRICE23SEP22, NSPRICE26SEP22, NSPRICE9AUG5, PM21J, PREXMAS21, PRICE2SEP, Update17, Update22"
CREROYOUDM-100B,399.95,2021-09-12 8:33,"02JULY2020, 28jun2020, 6AUGG2021, cf-type-women, perfume"
ISSMNPARFM-125B,63.85,2022-04-24 10:59,"BLACKFRIDAY2021, cf-type-men, perfume, Update6"
MPGSECMEM-100B,143.95,2020-09-23 14:24,MAYPRODUCT
NAUVHERIM-100B,23.95,2022-10-01 9:58,"20julyy2021aj, 26MAY224, 6AUGG2021, BLACKFRIDAY2021, NS19AUG22, NSPRICE9AUG6, NSPRICE9AUG7, PREXMAS21, Update10, Update8"
LALZAMAKM-100B,92.95,2022-05-26 11:15,"2020-06-30 00:00:00 -0400, 26MAY225, 28jun2020, BLACKFRIDAY2021, PM21J1, Update22"
PER18M-100B,23,2022-09-08 0:25,"14octt2019, 14octtt2019, 26MAY224, LAND17MAR, NSPRICE9AUG8, PM21J"
CARBARMEGM-50B,79.15,2022-09-08 0:21,"1 JULY 2020, 13JULYY, 26MAY224, 26MAY228, 28jun2020, BLACKFRIDAY2021, NS29JULY22, NSPRICE9AUG7, Update14, Update16, Update22"
RASLAYUFEMW-75B,79.15,2022-09-30 16:59,"26MAY223, IMAGESFILTER, missingimageaj, NSPRICE9AUG6, PREXMAS21, RASASI, Update19"
360PINKW-100B,33.45,2022-10-20 12:28,"14octt2019, 14octtt2019, 26MAY224, NSPRICE9AUG8"
XEROSTMAMLM-50B,222.95,2022-09-12 8:27,"18novv2019, 19MAYY2020, 26MAY224, NSPRICE9AUG8"
PARDMHEPM-125B,244.95,2022-10-21 11:42,"13JULYY, 20FEB20, 26MAY224, 2MAY2020, NP26JUN22, NS23MAR22, NS29JULY22, NS2AUG22, NSPRICE19OCT, NSPRICE9AUG7, PO123, Update23"
POIGIRLW-100T,101,2022-09-27 20:00,"NS2AUG22, Price170"
FOREVERJOYEW-75B,88.95,2022-04-08 2:02,13JULYY
MANVVM-120B,108.95,2022-10-05 11:39,"20julyy2021aj, BLACKFRIDAY2021, NS11aug22, NS23MAR22, NSPRICE7OCT22, NSPRICE9AUG6"
AZZCLEGM-75B,27.95,2022-03-17 21:27,"26MAY221, BLACKFRIDAY2021, LAND17MAR, NSPRICE9AUG2, PM21J, PREXMAS21, PRICESHEET1, Update3, Update4"
VERDBEDPW-100B,92.25,2022-09-25 9:56,"26MAY221, 26MAY223, 26MAY228, BLACKFRIDAY2021, missingimageaj, NP18JUN22, NSPRICE9AUG6, PREXMAS21, PRICE2SEP, Update1, Update21, Update22"
ALWAYSREDW-100B,99.99,2022-09-26 19:54,PRICE2SEP
MANCERGOLDINSM-120B,97.25,2022-09-08 0:24,"20julyy2021aj, BLACKFRIDAY2021, NSPRICE9AUG6, Update12"
ESCMOM03M-100B,100.95,2022-09-13 17:07,"26MAY223, 29JULYY2021, BLACKFRIDAY2021, NSPRICE9AUG6, PM21J, PRICE2SEP, Update5, Update8"
TIZTERSIM-100B,359.95,2022-09-03 10:16,"26MAY224, 31MAYY2020, 3SEPP2019, BLACKFRIDAY2021, NS19JULY22, NS29AUG22, NSPRICE9AUG8, PM21J, Update16"
SODIAM-100B,170,2021-12-07 22:28,"24octt2019, BLACKFRIDAY2021, PM21J"
AMOINTLM-100B,221.15,2022-09-23 16:27,"16NOVV2020, 26MAY228, BLACKFRIDAY2021, newproducts, NSPRICE9AUG6, perfume, PREXMAS21, Update23, Update7"
ARMODWHFW-100B,36.45,2022-09-08 0:20,"26MAY224, 5 JULY, BLACKFRIDAY2021, NSPRICE9AUG7, PM21J, PREXMAS21, Update6"
MONAOULEDPM-50B,73.45,2022-07-27 9:28,"26MAY223, BLACKFRIDAY2021, NSPRICE9AUG5, PM21J, PRICE2SEP, Update13, Update16, Update5"
EAUSAUPARM-100B,184.95,2022-10-21 18:37,"Black-Friday, cf-type-men, NSPRICE19OCT22, perfume"
LACEM-50B,39.95,2022-10-16 19:02,"26MAY223, NSPRICE9AUG5, PRICE2SEP, Update8"
EAUDEGIVENM-100B,73.95,2022-10-06 16:00,"24octt2019, Update11"
FAHRNAM-125T,89.95,2019-10-23 5:02,"cf-type-men, perfume"
PUTPALEDPM-50B,74.25,2022-10-02 16:46,"26MAY228, newproducts, NS29AUG22, perfume, Update16, Update22"
FRAKPLFEMW-70B,274.95,2022-09-18 4:21,"BLACKFRIDAY2021, newproducts, perfume, Update16"
DIEBRSTM-75T,50.45,2022-06-10 4:07,"3JUNN2021, 7OCT2019, NS20JULY22, Update13, Update14"
MANSAM-120B,117.95,2022-08-16 13:44,"3SEP2020, BLACKFRIDAY2021, NS11aug22, PRICE2SEP, Update15, Update3"
ARMSIEDPM-50B,90,2022-09-23 17:17,"20julyy2021aj, NP19JUN22, NS6JUN22, NSPRICE16SEP, NSPRICE17SEP22, NSPRICE9AUG7"
KATPERMADPOW-100T,18.85,2022-07-02 3:04,"26MAY221, BLACKFRIDAY2021, PM21J, PREXMAS21, PRICESHEET1, Update7, Update8"
BOISW-100B,97.95,2021-06-04 1:28,13JULYY
ETATLIBREREMPEOM-100B,139.95,2022-09-25 14:24,"19MAYY2020, 25MAYY2021, 26MAY223, BLACKFRIDAY2021, NS29AUG22, PM21J, Update16, Update5"
VINCETERNM-100B,42.95,2022-08-29 19:47,"26MAY223, BLACKFRIDAY2021, PM21J1, Update21"
BVLPFETW-50B,64.95,2019-11-15 13:18,"16June, cf-type-women, perfume"
SERLUVIDOW-50B,75.95,2020-09-23 14:25,20augg2019
CLERESMVEW-100T,45.95,2021-11-12 19:55,"25JANN2020, 26MAY229, 28sep2020, BLACKFRIDAY2021, NSPRICE9AUG9, Update22"
JOOGM-100B,30.05,2022-09-30 23:24,"1augg2019, 26MAY224, BLACKFRIDAY2021, NSPRICE9AUG7, PM21J, PREXMAS21, Update9"
BVLWOESM-60B,66.45,2022-10-20 13:20,"26MAY228, BLACKFRIDAY2021, NS25AUG22, NSPRICE9AUG6, PM21J, PREXMAS21, PRICE2SEP, Update1, Update22"
SERLJEDBPW-50B,90.95,2019-11-04 12:51,20augg2019
ACQDPBMMDPM-150T,87.95,2021-12-10 7:44,"1augg2019, 5DECC21, NOV, NS20JULY22, NSPRICE23SEP22, Update16, Update6"
CALYXCLINW-100B,114.95,2021-11-21 22:52,"Black-Friday, cf-type-women, NOVV21, NS20JULY22, NS6MAY, perfume, Update13"
TIZIXIXMM-100B,113.95,2022-09-08 0:27,"22NOVV2020, 26MAY228, BLACKFRIDAY2021, NSPRICE9AUG7, PM21J, PRICE2SEP, Update23"
ARMANISPASW-100T,98.05,2022-10-13 17:51,"26MAY223, BLACKFRIDAY2021, NSPRICE19OCT22, NSPRICE23SEP22, PM21J, PM21J1, PRICE2SEP, Update4, Update5"
YALILOTVW-125B,20.95,2022-10-05 9:47,"15DECC2019, NS19AUG22"
MANJAREXM-120T,109.95,2022-10-17 9:07,"27OCTT2019, mayy19, NP18JUN22, NS11aug22, NS29JULY22, NSPRICE7OCT22"
BON9WASSQUM-50B,114.95,2021-06-28 21:11,13JULYY
SPIBOMBM-90S,104,2019-11-19 22:06,"GiftSetNew1, GiftSets, missingimageaj"
MARJDSFW-125S,74,2019-10-31 5:54,"GiftSetNew, GiftSets"
MANBLVAM-120T,99.95,2022-09-09 20:10,"20julyy2021aj, BLACKFRIDAY2021, NP16JUN22, NP18JUN22, NS11aug22, NS29AUG22, NSPRICE7OCT22"
HERTEINVEM-50B,82.95,2022-10-10 2:32,"14octt2019, 16June, 19MAYY2020, 3SEPP2019, BLACKFRIDAY2021, PM21J, PM21J1, Update17, Update22"
PARMARDELW-10B,166.95,2021-09-02 22:43,"25novv2019, 2MAY2020, BLACKFRIDAY2021, NS17MAY22, NSPRICE19OCT, NSPRICE9AUG8"
TERRGUPNW-100B,189.95,2021-01-28 21:41,perfume
JPGEW-100B,99.95,2022-10-11 13:16,"1NOVV2021, 26MAY22110, 26MAY227, BLACKFRIDAY2021, cf-type-women, NSPRICE23SEP22, NSPRICE9AUG2, perfume, PM21J, PM21J1, Update22, Update4"
XERJMEFM-30B,87.95,2022-10-18 12:58,"13JULYY, 26MAY224, 3SEP2020, BLACKFRIDAY2021, NS17MAY22, NSPRICE9AUG7, PM21J, Update16, Update17, Update20"
AMOUDIAEM-100B,226.95,2022-09-08 21:36,"16NOVV2020, 26MAY223, BLACKFRIDAY2021, newproducts, NP26JUN22, NSPRICE9AUG6, perfume, Update17, Update3"
ANIAW-100B,28.05,2022-09-08 0:20,"15DECC2019, 26MAY225, BLACKFRIDAY2021, IMAGESFILTER, NSPRICE9AUG9, PM21J, Update2"
RASSOSEM-100B,55.45,2022-08-22 13:01,"26MAY223, BLACKFRIDAY2021, NP18JUN22, NSPRICE9AUG6, PM21J, PREXMAS21, PRICE2SEP, Update19"
LALISATEW-100B,49.25,2022-09-30 2:46,"11novv2019, 19OCTT21, 26MAY229, 5DECC21, NSPRICE9AUG8, Update12, Update13, Update8"
LADTEW-50B,47.95,2022-10-09 20:59,26MAY223
MANALM-120B,97.45,2022-09-21 12:47,"20julyy2021aj, BLACKFRIDAY2021, NS11aug22, NS29AUG22, Update13, Update9"
FFERBLAKM-50B,29.95,2022-10-21 20:28,"26MAY227, BLACKFRIDAY2021, NS11MAY2022, NS14APR22, NS19AUG22, NSPRICE9AUG2, PM21J, PREXMAS21, PRICESHEET1, Update1, Update21"
BOIS1920NVENW-100B,140.95,2021-07-30 2:24,"13JULYY, 29JULYY2021, Update14"
AMOUBEHW-100B,173.55,2022-09-24 6:15,"12JULYY2021, 26MAY228, BLACKFRIDAY2021, newproducts, NSPRICE9AUG6, perfume, Update17, Update23"
CLAIRBSPOM-100T,21.45,2020-08-13 13:45,"BLACKFRIDAY2021, NSPRICE9AUG2, PM21J, PRICESHEET1, Update6"
CREAVM-100B,484.95,2022-10-22 11:56,"15DECC2019, 1augg2019, 26MAY227, Black-Friday, BLACKFRIDAY2021, cf-type-men, NSPRICE19OCT22, NSPRICE9AUG3, perfume, PREXMAS21, Update19, Update20, Update24"
HISDPAR1899M-60B,77.95,2021-07-19 18:34,PRICE2SEP
PARFMARLYLAYEM-75T,214.95,2022-10-14 12:49,"20augg2019, 25JULY2020, 2MAY2020, BLACKFRIDAY2021, NS17MAY22, NS29JULY22, NS2AUG22, NSPRICE19OCT, NSPRICE9AUG7, Update14"
stiw-50b,23.15,2022-10-12 1:30,"26MAY227, BLACKFRIDAY2021, NP19JUN22, NSPRICE9AUG2, PM21J, PM21J1, PREXMAS21, Price170, Update1, Update21"
ACQDPQERQM-100B,179.95,2022-04-03 23:25,"18novv2019, 29JULYY2021, 30novv2019, Update18"
LANLTEDPW-100B,209.95,2020-09-23 14:23,30novv2019
AMOUREFLECTM-100B,247.05,2022-01-26 10:10,"12JULYY2021, BLACKFRIDAY2021, newproducts, NP26JUN22, perfume"
TIZLAUNEREDPM-100B,117.95,2022-09-17 10:40,"31MAYY2020, BLACKFRIDAY2021, mayy19, NSPRICE9AUG7, PM21J1, Update13"
CUBWINM-100B,10.15,2022-10-22 4:47,"14octt2019, 14octtt2019, BLACKFRIDAY2021, NSPRICE9AUG8, PM21J, PREXMAS21, Update4"
BOIS1920CLASSICW-100B,149.95,2020-11-23 10:40,"13JULYY, 19MAYY2020"
VANARMLPM-75B,111,2022-09-14 15:10,"13JULYY, 26MAY224, NS29JULY22, NSPRICE9AUG7"
MONAOFORESTM-100B,98.95,2022-07-11 1:21,"26MAY223, BLACKFRIDAY2021, NSPRICE9AUG5, PM21J, PRICE2SEP, Update15, Update6"
NASBAROM-30T,145.95,2022-08-26 22:48,"24octt2019, NP15JULY, NSPRICE9AUG8, Update19"
COMPSPAQMW-100B,40,2021-10-04 14:55,"newproducts, perfume"
212ACQM-100B,145.99,2022-08-03 11:42,PRICE2SEP
MILHALAFUARAW-100B,178.95,2020-09-02 10:13,PRICE2SEP
BLAGM-120T,99.95,2022-10-08 20:13,"26MAY228, NP16JUN22, NP18JUN22, NS11aug22, PRICE2SEP, Update23"
JOHVAM-125T,43.95,2022-10-22 16:19,"26MAY222, BLACKFRIDAY2021, NSPRICE26SEP22, PM21J, PREXMAS21, PRICE2SEP, Update12, Update9"
BVLPHM-100T,79.95,2022-10-21 0:30,"15DECC2019, 16June, 1augg2019, cf-type-men, perfume, PREXMAS21, Update17"
FCUFRICM-100B,16.75,2022-09-12 8:56,"26MAY223, BLACKFRIDAY2021, NSPRICE9AUG6, PM21J, PREXMAS21, PRICE2SEP, Update1"
TIMM-100B,68,2020-01-25 7:26,"24octt2019, 25JANN2020, newproducts, perfume"
TIZTERWIRM-100B,257.95,2022-09-08 0:27,"26MAY225, 31MAYY2020, BLACKFRIDAY2021, NSPRICE9AUG9, PM21J, Update10"
AZZCHRPURM-100B,50.45,2022-10-18 17:30,"19OCTT21, 4MAY2020, 7OCT2019, BLACKFRIDAY2021, NSPRICE9AUG8, PREXMAS21, Update1, Update5"
FRACACUBM-200B,259,2022-09-08 0:22,"26MAY228, BLACKFRIDAY2021, newproducts, NSPRICE9AUG6, perfume, PM21J, Update19, Update23"
JIMCHOURBHM-100B,56.25,2022-09-29 15:44,"20julyy2021aj, BLACKFRIDAY2021, NP17JUN22N, NS19AUG22, NS7MAY, NSPRICE9AUG8, PREXMAS21, Update11"
SOANM-100B,194.95,2022-04-07 10:46,"IMAGESFILTER, mayy19, Update15"
SALFERVIOESSW-75B,107.95,2022-09-11 9:11,"26MAY224, MAYPRODUCT, NSPRICE9AUG7"
TIZTERARM-100B,116.95,2022-10-13 19:23,"22NOVV2020, 26MAY224, BLACKFRIDAY2021, mayy19, NSPRICE9AUG7, PM21J, Update6"
TIZTMODVENM-100B,144.95,2022-08-01 5:11,"31MAYY2020, Update13"
DANCOMPEDPM-50B,69.15,2022-09-08 0:22,"26MAY228, BLACKFRIDAY2021, newproducts, NS29JULY22, NSPRICE9AUG6, perfume, PM21J1, Update1, Update22"
BVLAMWOONERM-100B,87.95,2022-10-21 11:42,"21AUG2020, 26MAY225, 4MAY2020, 5DECC21, BLACKFRIDAY2021, NSPRICE19OCT22, NSPRICE9AUG9, PM21J1, Update17, Update22, Update8"
HANMORIEDPM-100B,43.95,2021-09-21 3:19,"PM21J, PRICE2SEP"
INCAM-100B,29.45,2022-09-22 13:51,"new, NSPRICE9AUG5, perfume, PM21J1"
HUGBSIM-100B,78.45,2021-01-20 11:26,"15novv2019, perfume, PM21J"
RASSOTAM-100B,56.95,2022-10-04 17:07,"26MAY223, 3MAYY2021, BLACKFRIDAY2021, NP18JUN22, NSPRICE23SEP22, PREXMAS21, PRICE2SEP, Update18, Update19"
VALUNAM-100B,134.95,2020-08-15 22:20,
LOMIBM-100B,18.45,2021-03-24 9:46,30novv2019
ARMLUXEVOKBLM-100B,30.95,2022-09-08 0:20,"26MAY223, BLACKFRIDAY2021, NSPRICE9AUG5, PM21J, PRICE2SEP, Update4"
AJOUDDM-100B,204.95,2022-05-28 9:35,"13JULYY, 26MAY228, Update23"
PR1MPRIVEM-100T,74.45,2021-02-08 6:28,"Black-Friday, cf-type-men, perfume"
XERDOLAMAM-100B,185.45,2022-09-18 9:36,"26MAY228, 31AUGG2021, 3SEP2020, BLACKFRIDAY2021, mayy19, NSPRICE9AUG7, Update15, Update17, Update18, Update19, Update20"
NILW-100B,48.45,2022-02-03 19:06,"13JULYY, BLACKFRIDAY2021, PM21J"
DAROBM-100T,26.95,2020-08-13 12:40,PRICESHEET1
THEFKROLM-100B,197.55,2022-09-08 0:27,"20augg2019, 26MAY224, BLACKFRIDAY2021, IMAGESFILTER, missingimageaj, NSPRICE9AUG7, PM21J, Update20"
TIZTERASSM-100B,469.05,2022-03-18 9:47,"BLACKFRIDAY2021, PRICE2SEP"
HISDP1826EDPW-60B,71.85,2022-02-01 9:54,"25JANN2020, BLACKFRIDAY2021, newproducts, perfume, PM21J1, Update17"
HORM-100B,33.95,2021-02-08 6:16,"new, perfume"
NAUCM-75B,25,2019-02-04 1:42,"new, perfume"
CORIANDEDW-100B,36.45,2022-10-11 16:04,"cf-type-women, NS11MAY2022, NSPRICE9AUG5, perfume, PM21J"
SANDCARTM-100T,44.55,2022-03-28 19:34,"20julyy2021aj, BLACKFRIDAY2021, NSPRICE9AUG4, Update3, Update6"
ORTPBERM-50T,149.95,2021-07-20 7:13,"20julyy2021aj, 26MAY224, BLACKFRIDAY2021, Update14"
PARMLAYM-125B,246.95,2022-10-22 12:19,"20julyy2021aj, 26MAY228, NP26JUN22, NS19AUG22, NS23MAR22, NS2AUG22, NSPRICE19OCT, PO123, Update12"
ARMSM-100B,26.65,2022-09-01 14:27,"BLACKFRIDAY2021, NSPRICE9AUG6, PM21J, PREXMAS21, PRICE2SEP, Update2"
ROCHASM-100T,32.95,2022-10-11 7:39,"BLACKFRIDAY2021, cf-type-men, NS19AUG22, NSPRICE21OCT22, NSPRICE9AUG4, perfume, PM21J, PM21J1, PREXMAS21, Update2, Update3"
JOVANMM-118A,14.95,2022-02-02 2:43,"PM21J, PRICE2SEP"
